# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z NetRecombination SRHRecombination 
-254.851 0.0158071 -1.10301 -0.476697 -0.998436 2.20768 1.45791e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.00049769 0 0 186.712 0 0 1.47248e+18 1.47248e+18 
-252.284 0.0165016 -1.10231 -0.472851 -0.997741 2.20698 1.64691e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.00056218 0 0 186.712 0 0 1.66338e+18 1.66338e+18 
-249.742 0.0171891 -1.10162 -0.469043 -0.997054 2.20629 1.85817e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.000634263 0 0 186.712 0 0 1.87675e+18 1.87675e+18 
-247.226 0.0178698 -1.10094 -0.465274 -0.996373 2.20561 2.09403e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.000714734 0 0 186.712 0 0 2.11497e+18 2.11497e+18 
-244.734 0.0185438 -1.10027 -0.461541 -0.995699 2.20494 2.35705e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.000804464 0 0 186.711 0 0 2.38062e+18 2.38062e+18 
-242.267 0.0192111 -1.0996 -0.457845 -0.995032 2.20427 2.64999e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.000904402 0 0 186.711 0 0 2.67649e+18 2.67649e+18 
-239.825 0.0198718 -1.09894 -0.454186 -0.994371 2.20361 2.97589e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.00101558 0 0 186.711 0 0 3.00565e+18 3.00565e+18 
-237.406 0.0205259 -1.09829 -0.450563 -0.993717 2.20296 3.33804e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.00113911 0 0 186.711 0 0 3.37142e+18 3.37142e+18 
-235.012 0.0211735 -1.09764 -0.446976 -0.993069 2.20231 3.74e+11 9.15656e+17 1417 470.5 2.70501 0 0 0.00127622 0 0 186.711 0 0 3.7774e+18 3.7774e+18 
-232.642 0.0218147 -1.097 -0.443424 -0.992428 2.20167 4.18566e+11 9.15656e+17 1417 470.5 2.705 0 0 0.00142823 0 0 186.711 0 0 4.22751e+18 4.22751e+18 
-230.295 0.0224496 -1.09636 -0.439908 -0.991793 2.20103 4.6792e+11 9.15656e+17 1417 470.5 2.705 0 0 0.00159657 0 0 186.711 0 0 4.72599e+18 4.72599e+18 
-227.971 0.0230781 -1.09573 -0.436426 -0.991165 2.2004 5.22518e+11 9.15657e+17 1417 470.5 2.705 0 0 0.00178278 0 0 186.711 0 0 5.27743e+18 5.27743e+18 
-225.671 0.0237005 -1.09511 -0.432979 -0.990542 2.19978 5.82848e+11 9.15657e+17 1417 470.5 2.705 0 0 0.00198854 0 0 186.71 0 0 5.88677e+18 5.88677e+18 
-223.393 0.0243166 -1.0945 -0.429566 -0.989926 2.19917 6.49442e+11 9.15657e+17 1417 470.5 2.70499 0 0 0.00221564 0 0 186.71 0 0 6.55937e+18 6.55937e+18 
-221.138 0.0249266 -1.09389 -0.426187 -0.989316 2.19856 7.2287e+11 9.15657e+17 1417 470.5 2.70499 0 0 0.00246605 0 0 186.71 0 0 7.30099e+18 7.30099e+18 
-218.905 0.0255306 -1.09328 -0.422841 -0.988712 2.19795 8.03748e+11 9.15657e+17 1417 470.5 2.70499 0 0 0.00274185 0 0 186.71 0 0 8.11785e+18 8.11785e+18 
-216.694 0.0261286 -1.09268 -0.419529 -0.988114 2.19735 8.92737e+11 9.15657e+17 1417 470.5 2.70498 0 0 0.0030453 0 0 186.709 0 0 9.01664e+18 9.01664e+18 
-214.505 0.0267207 -1.09209 -0.416249 -0.987522 2.19676 9.90548e+11 9.15657e+17 1417 470.5 2.70498 0 0 0.00337882 0 0 186.709 0 0 1.00045e+19 1.00045e+19 
-212.338 0.0273069 -1.09151 -0.413001 -0.986936 2.19618 1.09794e+12 9.15657e+17 1417 470.5 2.70498 0 0 0.00374501 0 0 186.709 0 0 1.10892e+19 1.10892e+19 
-210.193 0.0278873 -1.09093 -0.409786 -0.986356 2.1956 1.21575e+12 9.15657e+17 1417 470.5 2.70497 0 0 0.00414666 0 0 186.708 0 0 1.2279e+19 1.2279e+19 
-208.068 0.0284619 -1.09035 -0.406603 -0.985781 2.19502 1.34483e+12 9.15657e+17 1417 470.5 2.70497 0 0 0.00458677 0 0 186.708 0 0 1.35828e+19 1.35828e+19 
-205.965 0.0290308 -1.08978 -0.403451 -0.985212 2.19445 1.48613e+12 9.15657e+17 1417 470.5 2.70496 0 0 0.00506853 0 0 186.707 0 0 1.50099e+19 1.50099e+19 
-203.883 0.0295941 -1.08922 -0.400331 -0.984649 2.19389 1.64066e+12 9.15658e+17 1417 470.5 2.70496 0 0 0.00559535 0 0 186.707 0 0 1.65707e+19 1.65707e+19 
-201.821 0.0301518 -1.08866 -0.397241 -0.984091 2.19333 1.80948e+12 9.15658e+17 1417 470.5 2.70495 0 0 0.00617088 0 0 186.706 0 0 1.82757e+19 1.82757e+19 
-199.78 0.0307039 -1.08811 -0.394182 -0.983539 2.19278 1.99374e+12 9.15658e+17 1417 470.5 2.70494 0 0 0.00679902 0 0 186.705 0 0 2.01367e+19 2.01367e+19 
-197.758 0.0312506 -1.08756 -0.391153 -0.982992 2.19223 2.19465e+12 9.15658e+17 1417 470.5 2.70493 0 0 0.00748392 0 0 186.705 0 0 2.2166e+19 2.2166e+19 
-195.757 0.0317919 -1.08702 -0.388154 -0.982451 2.19169 2.41351e+12 9.15658e+17 1417 470.5 2.70492 0 0 0.00822999 0 0 186.704 0 0 2.43765e+19 2.43765e+19 
-193.776 0.0323277 -1.08648 -0.385185 -0.981915 2.19115 2.65171e+12 9.15658e+17 1417 470.5 2.70492 0 0 0.00904192 0 0 186.703 0 0 2.67822e+19 2.67822e+19 
-191.815 0.0328583 -1.08595 -0.382245 -0.981385 2.19062 2.91069e+12 9.15659e+17 1417 470.5 2.7049 0 0 0.0099247 0 0 186.702 0 0 2.9398e+19 2.9398e+19 
-189.873 0.0333836 -1.08543 -0.379335 -0.980859 2.1901 3.19203e+12 9.15659e+17 1417 470.5 2.70489 0 0 0.0108836 0 0 186.701 0 0 3.22394e+19 3.22394e+19 
-187.95 0.0339037 -1.08491 -0.376453 -0.980339 2.18958 3.49735e+12 9.15659e+17 1417 470.5 2.70488 0 0 0.0119243 0 0 186.7 0 0 3.53232e+19 3.53232e+19 
-186.046 0.0344187 -1.08439 -0.3736 -0.979824 2.18906 3.82842e+12 9.1566e+17 1417 470.5 2.70487 0 0 0.0130527 0 0 186.699 0 0 3.8667e+19 3.8667e+19 
-184.161 0.0349285 -1.08388 -0.370775 -0.979314 2.18855 4.18708e+12 9.1566e+17 1417 470.5 2.70485 0 0 0.0142751 0 0 186.698 0 0 4.22894e+19 4.22894e+19 
-182.295 0.0354333 -1.08338 -0.367978 -0.97881 2.18805 4.57528e+12 9.1566e+17 1417 470.5 2.70484 0 0 0.0155981 0 0 186.697 0 0 4.62102e+19 4.62102e+19 
-180.448 0.035933 -1.08288 -0.365209 -0.97831 2.18755 4.99508e+12 9.15661e+17 1417 470.5 2.70482 0 0 0.0170288 0 0 186.695 0 0 5.04502e+19 5.04502e+19 
-178.618 0.0364278 -1.08238 -0.362467 -0.977815 2.18705 5.44866e+12 9.15661e+17 1417 470.5 2.7048 0 0 0.0185746 0 0 186.694 0 0 5.50313e+19 5.50313e+19 
-176.807 0.0369177 -1.08189 -0.359753 -0.977325 2.18656 5.93831e+12 9.15662e+17 1417 470.5 2.70478 0 0 0.0202433 0 0 186.692 0 0 5.99768e+19 5.99768e+19 
-175.014 0.0374027 -1.08141 -0.357065 -0.97684 2.18608 6.46645e+12 9.15662e+17 1417 470.5 2.70476 0 0 0.0220431 0 0 186.69 0 0 6.5311e+19 6.5311e+19 
-173.238 0.0378829 -1.08093 -0.354404 -0.97636 2.1856 7.03562e+12 9.15663e+17 1417 470.5 2.70474 0 0 0.0239827 0 0 186.688 0 0 7.10596e+19 7.10596e+19 
-171.481 0.0383584 -1.08045 -0.351769 -0.975885 2.18512 7.6485e+12 9.15663e+17 1417 470.5 2.70472 0 0 0.0260712 0 0 186.686 0 0 7.72497e+19 7.72497e+19 
-169.74 0.0388291 -1.07998 -0.349161 -0.975414 2.18465 8.30789e+12 9.15664e+17 1417 470.5 2.70469 0 0 0.0283181 0 0 186.684 0 0 8.39095e+19 8.39095e+19 
-168.017 0.0392952 -1.07952 -0.346578 -0.974948 2.18419 9.01674e+12 9.15664e+17 1417 470.5 2.70466 0 0 0.0307335 0 0 186.682 0 0 9.10688e+19 9.10688e+19 
-166.311 0.0397566 -1.07906 -0.344021 -0.974486 2.18373 9.77814e+12 9.15665e+17 1417 470.5 2.70463 0 0 0.0333278 0 0 186.679 0 0 9.87589e+19 9.87589e+19 
-164.622 0.0402135 -1.0786 -0.341489 -0.97403 2.18327 1.05953e+13 9.15666e+17 1417 470.5 2.7046 0 0 0.0361122 0 0 186.676 0 0 1.07012e+20 1.07012e+20 
-162.949 0.0406658 -1.07815 -0.338982 -0.973577 2.18282 1.14717e+13 9.15667e+17 1417 470.5 2.70457 0 0 0.0390982 0 0 186.673 0 0 1.15863e+20 1.15863e+20 
-161.294 0.0411136 -1.0777 -0.3365 -0.97313 2.18237 1.24107e+13 9.15667e+17 1417 470.5 2.70453 0 0 0.0422977 0 0 186.67 0 0 1.25348e+20 1.25348e+20 
-159.654 0.041557 -1.07726 -0.334043 -0.972686 2.18193 1.34162e+13 9.15668e+17 1417 470.5 2.70449 0 0 0.0457234 0 0 186.667 0 0 1.35503e+20 1.35503e+20 
-158.031 0.0419959 -1.07682 -0.33161 -0.972247 2.18149 1.44919e+13 9.15669e+17 1417 470.5 2.70445 0 0 0.0493885 0 0 186.663 0 0 1.46368e+20 1.46368e+20 
-156.424 0.0424305 -1.07638 -0.329201 -0.971813 2.18105 1.5642e+13 9.1567e+17 1417 470.5 2.7044 0 0 0.0533066 0 0 186.659 0 0 1.57983e+20 1.57983e+20 
-154.833 0.0428608 -1.07595 -0.326816 -0.971382 2.18062 1.68705e+13 9.15672e+17 1417 470.5 2.70435 0 0 0.0574921 0 0 186.655 0 0 1.70391e+20 1.70391e+20 
-153.258 0.0432868 -1.07553 -0.324455 -0.970956 2.1802 1.81819e+13 9.15673e+17 1417 470.5 2.7043 0 0 0.0619598 0 0 186.65 0 0 1.83636e+20 1.83636e+20 
-151.698 0.0437086 -1.0751 -0.322117 -0.970535 2.17977 1.95807e+13 9.15674e+17 1417 470.5 2.70424 0 0 0.0667252 0 0 186.646 0 0 1.97764e+20 1.97764e+20 
-150.154 0.0441262 -1.07469 -0.319802 -0.970117 2.17936 2.10717e+13 9.15675e+17 1417 470.5 2.70419 0 0 0.0718044 0 0 186.64 0 0 2.12823e+20 2.12823e+20 
-148.625 0.0445397 -1.07427 -0.317511 -0.969704 2.17894 2.26597e+13 9.15677e+17 1417 470.5 2.70412 0 0 0.0772141 0 0 186.635 0 0 2.28861e+20 2.28861e+20 
-147.111 0.044949 -1.07386 -0.315242 -0.969294 2.17853 2.43499e+13 9.15679e+17 1417 470.5 2.70406 0 0 0.0829717 0 0 186.629 0 0 2.45932e+20 2.45932e+20 
-145.612 0.0453542 -1.07346 -0.312995 -0.968889 2.17813 2.61475e+13 9.1568e+17 1417 470.5 2.70398 0 0 0.089095 0 0 186.623 0 0 2.64087e+20 2.64087e+20 
-144.128 0.0457555 -1.07306 -0.310771 -0.968488 2.17773 2.80579e+13 9.15682e+17 1417 470.5 2.70391 0 0 0.0956029 0 0 186.617 0 0 2.83383e+20 2.83383e+20 
-142.659 0.0461527 -1.07266 -0.308568 -0.968091 2.17733 3.0087e+13 9.15684e+17 1417 470.5 2.70383 0 0 0.102514 0 0 186.61 0 0 3.03876e+20 3.03876e+20 
-141.205 0.046546 -1.07227 -0.306388 -0.967698 2.17694 3.22405e+13 9.15686e+17 1417 470.5 2.70374 0 0 0.10985 0 0 186.602 0 0 3.25625e+20 3.25625e+20 
-139.765 0.0469354 -1.07188 -0.304229 -0.967308 2.17655 3.45245e+13 9.15688e+17 1417 470.5 2.70365 0 0 0.117629 0 0 186.595 0 0 3.48693e+20 3.48693e+20 
-138.339 0.0473209 -1.07149 -0.302092 -0.966923 2.17616 3.69451e+13 9.1569e+17 1417 470.5 2.70356 0 0 0.125874 0 0 186.586 0 0 3.73141e+20 3.73141e+20 
-136.927 0.0477025 -1.07111 -0.299976 -0.966541 2.17578 3.95091e+13 9.15692e+17 1417 470.5 2.70345 0 0 0.134607 0 0 186.578 0 0 3.99036e+20 3.99036e+20 
-135.529 0.0480804 -1.07073 -0.29788 -0.966164 2.1754 4.22228e+13 9.15695e+17 1417 470.5 2.70335 0 0 0.14385 0 0 186.568 0 0 4.26445e+20 4.26445e+20 
-134.145 0.0484545 -1.07036 -0.295806 -0.965789 2.17503 4.50933e+13 9.15698e+17 1417 470.5 2.70323 0 0 0.153627 0 0 186.559 0 0 4.55436e+20 4.55436e+20 
-132.775 0.0488249 -1.06999 -0.293752 -0.965419 2.17466 4.81276e+13 9.157e+17 1417 470.5 2.70311 0 0 0.163961 0 0 186.548 0 0 4.86081e+20 4.86081e+20 
-131.419 0.0491916 -1.06962 -0.291718 -0.965053 2.17429 5.13329e+13 9.15703e+17 1417 470.5 2.70299 0 0 0.174877 0 0 186.537 0 0 5.18453e+20 5.18453e+20 
-130.076 0.0495546 -1.06926 -0.289705 -0.96469 2.17393 5.47167e+13 9.15706e+17 1417 470.5 2.70285 0 0 0.186402 0 0 186.526 0 0 5.52629e+20 5.52629e+20 
-128.746 0.049914 -1.0689 -0.287712 -0.96433 2.17357 5.82867e+13 9.1571e+17 1417 470.5 2.70271 0 0 0.19856 0 0 186.514 0 0 5.88685e+20 5.88685e+20 
-127.429 0.0502698 -1.06854 -0.285738 -0.963975 2.17321 6.20509e+13 9.15713e+17 1417 470.5 2.70256 0 0 0.211379 0 0 186.501 0 0 6.26701e+20 6.26701e+20 
-126.126 0.0506221 -1.06819 -0.283784 -0.963622 2.17286 6.60171e+13 9.15717e+17 1417 470.5 2.7024 0 0 0.224886 0 0 186.487 0 0 6.66758e+20 6.66758e+20 
-124.835 0.0509709 -1.06784 -0.281849 -0.963274 2.17251 7.01938e+13 9.15721e+17 1417 470.5 2.70224 0 0 0.239109 0 0 186.473 0 0 7.08941e+20 7.08941e+20 
-123.557 0.0513162 -1.0675 -0.279934 -0.962929 2.17217 7.45894e+13 9.15725e+17 1417 470.5 2.70207 0 0 0.254078 0 0 186.458 0 0 7.53335e+20 7.53335e+20 
-122.292 0.051658 -1.06715 -0.278037 -0.962587 2.17182 7.92126e+13 9.15729e+17 1417 470.5 2.70188 0 0 0.269821 0 0 186.442 0 0 8.00027e+20 8.00027e+20 
-121.039 0.0519964 -1.06682 -0.27616 -0.962249 2.17149 8.40723e+13 9.15734e+17 1417 470.5 2.70169 0 0 0.286369 0 0 186.426 0 0 8.49106e+20 8.49106e+20 
-119.799 0.0523315 -1.06648 -0.2743 -0.961914 2.17115 8.91775e+13 9.15738e+17 1417 470.5 2.70149 0 0 0.303753 0 0 186.409 0 0 9.00666e+20 9.00666e+20 
-118.571 0.0526632 -1.06615 -0.27246 -0.961582 2.17082 9.45375e+13 9.15743e+17 1417 470.5 2.70128 0 0 0.322004 0 0 186.39 0 0 9.54799e+20 9.54799e+20 
-117.356 0.0529916 -1.06582 -0.270637 -0.961254 2.17049 1.00162e+14 9.15748e+17 1417 470.5 2.70105 0 0 0.341155 0 0 186.371 0 0 1.0116e+21 1.0116e+21 
-116.152 0.0533167 -1.0655 -0.268833 -0.960929 2.17017 1.0606e+14 9.15754e+17 1417 470.5 2.70082 0 0 0.361237 0 0 186.351 0 0 1.07117e+21 1.07117e+21 
-114.96 0.0536385 -1.06517 -0.267047 -0.960607 2.16984 1.12242e+14 9.1576e+17 1417 470.5 2.70057 0 0 0.382286 0 0 186.33 0 0 1.1336e+21 1.1336e+21 
-113.78 0.0539571 -1.06486 -0.265278 -0.960289 2.16953 1.18718e+14 9.15765e+17 1417 470.5 2.70032 0 0 0.404333 0 0 186.308 0 0 1.199e+21 1.199e+21 
-112.612 0.0542726 -1.06454 -0.263527 -0.959974 2.16921 1.25497e+14 9.15772e+17 1417 470.5 2.70005 0 0 0.427415 0 0 186.285 0 0 1.26747e+21 1.26747e+21 
-111.456 0.0545849 -1.06423 -0.261793 -0.959661 2.1689 1.32591e+14 9.15778e+17 1417 470.5 2.69977 0 0 0.451566 0 0 186.261 0 0 1.33911e+21 1.33911e+21 
-110.31 0.054894 -1.06392 -0.260077 -0.959352 2.16859 1.40009e+14 9.15785e+17 1417 470.5 2.69948 0 0 0.476822 0 0 186.235 0 0 1.41403e+21 1.41403e+21 
-109.177 0.0552 -1.06361 -0.258377 -0.959047 2.16828 1.47763e+14 9.15792e+17 1417 470.5 2.69917 0 0 0.50322 0 0 186.209 0 0 1.49234e+21 1.49234e+21 
-108.054 0.055503 -1.06331 -0.256694 -0.958744 2.16798 1.55863e+14 9.158e+17 1417 470.5 2.69885 0 0 0.530795 0 0 186.181 0 0 1.57414e+21 1.57414e+21 
-106.943 0.0558029 -1.06301 -0.255028 -0.958444 2.16768 1.64321e+14 9.15808e+17 1417 470.5 2.69851 0 0 0.559585 0 0 186.153 0 0 1.65955e+21 1.65955e+21 
-105.842 0.0560999 -1.06271 -0.253379 -0.958147 2.16738 1.73146e+14 9.15816e+17 1417 470.5 2.69816 0 0 0.589629 0 0 186.123 0 0 1.74868e+21 1.74868e+21 
-104.753 0.0563938 -1.06242 -0.251746 -0.957854 2.16709 1.82352e+14 9.15824e+17 1417 470.5 2.6978 0 0 0.620964 0 0 186.091 0 0 1.84164e+21 1.84164e+21 
-103.674 0.0566848 -1.06213 -0.250129 -0.957563 2.1668 1.91948e+14 9.15833e+17 1417 470.5 2.69742 0 0 0.653629 0 0 186.059 0 0 1.93855e+21 1.93855e+21 
-102.606 0.0569728 -1.06184 -0.248528 -0.957275 2.16651 2.01947e+14 9.15842e+17 1417 470.5 2.69702 0 0 0.687663 0 0 186.025 0 0 2.03953e+21 2.03953e+21 
-101.549 0.057258 -1.06155 -0.246943 -0.95699 2.16622 2.1236e+14 9.15852e+17 1417 470.5 2.69661 0 0 0.723105 0 0 185.989 0 0 2.14468e+21 2.14468e+21 
-100.502 0.0575403 -1.06127 -0.245374 -0.956708 2.16594 2.23198e+14 9.15862e+17 1417 470.5 2.69618 0 0 0.759996 0 0 185.952 0 0 2.25414e+21 2.25414e+21 
-99.4655 0.0578197 -1.06099 -0.243821 -0.956429 2.16566 2.34475e+14 9.15872e+17 1417 470.5 2.69574 0 0 0.798376 0 0 185.914 0 0 2.36801e+21 2.36801e+21 
-98.4392 0.0580963 -1.06072 -0.242282 -0.956153 2.16539 2.46201e+14 9.15883e+17 1417 470.5 2.69527 0 0 0.838284 0 0 185.874 0 0 2.48643e+21 2.48643e+21 
-97.4232 0.0583702 -1.06044 -0.240759 -0.955879 2.16511 2.58389e+14 9.15894e+17 1417 470.5 2.69479 0 0 0.879762 0 0 185.833 0 0 2.60951e+21 2.60951e+21 
-96.4172 0.0586412 -1.06017 -0.239252 -0.955609 2.16484 2.7105e+14 9.15906e+17 1417 470.5 2.69429 0 0 0.922851 0 0 185.789 0 0 2.73737e+21 2.73737e+21 
-95.4212 0.0589096 -1.0599 -0.237759 -0.955341 2.16457 2.84198e+14 9.15918e+17 1417 470.5 2.69377 0 0 0.967593 0 0 185.745 0 0 2.87013e+21 2.87013e+21 
-94.4351 0.0591752 -1.05964 -0.236281 -0.955075 2.16431 2.97843e+14 9.15931e+17 1417 470.5 2.69323 0 0 1.01403 0 0 185.698 0 0 3.00793e+21 3.00793e+21 
-93.4587 0.0594381 -1.05937 -0.234817 -0.954813 2.16404 3.12e+14 9.15944e+17 1417 470.5 2.69267 0 0 1.0622 0 0 185.65 0 0 3.15087e+21 3.15087e+21 
-92.4921 0.0596984 -1.05911 -0.233369 -0.954553 2.16378 3.26679e+14 9.15957e+17 1417 470.5 2.69209 0 0 1.11215 0 0 185.6 0 0 3.2991e+21 3.2991e+21 
-91.535 0.059956 -1.05886 -0.231934 -0.954296 2.16353 3.41893e+14 9.15971e+17 1417 470.5 2.69149 0 0 1.16391 0 0 185.548 0 0 3.45273e+21 3.45273e+21 
-90.5874 0.060211 -1.0586 -0.230514 -0.954041 2.16327 3.57654e+14 9.15986e+17 1417 470.5 2.69087 0 0 1.21754 0 0 185.495 0 0 3.61189e+21 3.61189e+21 
-89.6492 0.0604634 -1.05835 -0.229108 -0.953789 2.16302 3.73976e+14 9.16001e+17 1417 470.5 2.69022 0 0 1.27307 0 0 185.439 0 0 3.7767e+21 3.7767e+21 
-88.7204 0.0607133 -1.0581 -0.227716 -0.95354 2.16277 3.9087e+14 9.16016e+17 1417 470.5 2.68956 0 0 1.33054 0 0 185.382 0 0 3.94728e+21 3.94728e+21 
-87.8007 0.0609606 -1.05785 -0.226338 -0.953293 2.16252 4.08349e+14 9.16032e+17 1417 470.5 2.68886 0 0 1.39001 0 0 185.322 0 0 4.12377e+21 4.12377e+21 
-86.8901 0.0612054 -1.05761 -0.224973 -0.953049 2.16228 4.26425e+14 9.16049e+17 1417 470.5 2.68815 0 0 1.4515 0 0 185.261 0 0 4.30629e+21 4.30629e+21 
-85.9886 0.0614477 -1.05736 -0.223622 -0.952807 2.16203 4.45111e+14 9.16066e+17 1417 470.5 2.68741 0 0 1.51506 0 0 185.197 0 0 4.49497e+21 4.49497e+21 
-85.096 0.0616876 -1.05712 -0.222284 -0.952567 2.16179 4.64419e+14 9.16084e+17 1417 470.5 2.68665 0 0 1.58074 0 0 185.132 0 0 4.68992e+21 4.68992e+21 
-84.2123 0.0619249 -1.05689 -0.22096 -0.952331 2.16156 4.84361e+14 9.16103e+17 1417 470.5 2.68586 0 0 1.64857 0 0 185.064 0 0 4.89127e+21 4.89127e+21 
-83.3373 0.0621599 -1.05665 -0.219649 -0.952096 2.16132 5.0495e+14 9.16122e+17 1417 470.5 2.68505 0 0 1.71859 0 0 184.994 0 0 5.09915e+21 5.09915e+21 
-82.4711 0.0623925 -1.05642 -0.218351 -0.951864 2.16109 5.26197e+14 9.16141e+17 1417 470.5 2.68421 0 0 1.79085 0 0 184.921 0 0 5.31367e+21 5.31367e+21 
-81.6134 0.0626227 -1.05619 -0.217066 -0.951634 2.16086 5.48115e+14 9.16161e+17 1417 470.5 2.68335 0 0 1.86539 0 0 184.847 0 0 5.53497e+21 5.53497e+21 
-80.7642 0.0628505 -1.05596 -0.215793 -0.951407 2.16063 5.70717e+14 9.16182e+17 1417 470.5 2.68245 0 0 1.94225 0 0 184.77 0 0 5.76316e+21 5.76316e+21 
-79.9234 0.063076 -1.05574 -0.214533 -0.951182 2.16041 5.94013e+14 9.16204e+17 1417 470.5 2.68153 0 0 2.02147 0 0 184.691 0 0 5.99836e+21 5.99836e+21 
-79.091 0.0632992 -1.05551 -0.213286 -0.95096 2.16018 6.18016e+14 9.16226e+17 1417 470.5 2.68059 0 0 2.10309 0 0 184.609 0 0 6.2407e+21 6.2407e+21 
-78.2668 0.0635201 -1.05529 -0.212051 -0.95074 2.15996 6.42738e+14 9.16249e+17 1417 470.5 2.67961 0 0 2.18714 0 0 184.525 0 0 6.49029e+21 6.49029e+21 
-77.4508 0.0637387 -1.05507 -0.210829 -0.950522 2.15974 6.6819e+14 9.16272e+17 1417 470.5 2.67861 0 0 2.27367 0 0 184.439 0 0 6.74724e+21 6.74724e+21 
-76.6429 0.063955 -1.05486 -0.209618 -0.950306 2.15953 6.94383e+14 9.16296e+17 1417 470.5 2.67757 0 0 2.36272 0 0 184.35 0 0 7.01168e+21 7.01168e+21 
-75.843 0.0641692 -1.05464 -0.20842 -0.950093 2.15931 7.2133e+14 9.16321e+17 1417 470.5 2.67651 0 0 2.45432 0 0 184.258 0 0 7.28371e+21 7.28371e+21 
-75.051 0.0643811 -1.05443 -0.207233 -0.949881 2.1591 7.49041e+14 9.16347e+17 1417 470.5 2.67542 0 0 2.54852 0 0 184.164 0 0 7.56346e+21 7.56346e+21 
-74.2669 0.0645909 -1.05422 -0.206059 -0.949672 2.15889 7.77528e+14 9.16373e+17 1417 470.5 2.6743 0 0 2.64534 0 0 184.067 0 0 7.85103e+21 7.85103e+21 
-73.4906 0.0647984 -1.05401 -0.204896 -0.949466 2.15868 8.06801e+14 9.164e+17 1417 470.5 2.67314 0 0 2.74484 0 0 183.967 0 0 8.14653e+21 8.14653e+21 
-72.7219 0.0650038 -1.05381 -0.203744 -0.949261 2.15848 8.3687e+14 9.16427e+17 1417 470.5 2.67196 0 0 2.84703 0 0 183.865 0 0 8.45007e+21 8.45007e+21 
-71.9609 0.0652071 -1.05361 -0.202604 -0.949058 2.15828 8.67748e+14 9.16456e+17 1417 470.5 2.67074 0 0 2.95196 0 0 183.76 0 0 8.76176e+21 8.76176e+21 
-71.2075 0.0654083 -1.0534 -0.201476 -0.948858 2.15807 8.99443e+14 9.16485e+17 1417 470.5 2.66949 0 0 3.05966 0 0 183.653 0 0 9.0817e+21 9.0817e+21 
-70.4615 0.0656074 -1.0532 -0.200358 -0.94866 2.15787 9.31967e+14 9.16515e+17 1417 470.5 2.66821 0 0 3.17017 0 0 183.542 0 0 9.40999e+21 9.40999e+21 
-69.7229 0.0658044 -1.05301 -0.199252 -0.948464 2.15768 9.65328e+14 9.16546e+17 1417 470.5 2.6669 0 0 3.28351 0 0 183.429 0 0 9.74673e+21 9.74673e+21 
-68.9916 0.0659994 -1.05281 -0.198157 -0.94827 2.15748 9.99537e+14 9.16577e+17 1417 470.5 2.66555 0 0 3.39973 0 0 183.313 0 0 1.0092e+22 1.0092e+22 
-68.2676 0.0661924 -1.05262 -0.197072 -0.948078 2.15729 1.0346e+15 9.1661e+17 1417 470.5 2.66417 0 0 3.51885 0 0 183.193 0 0 1.0446e+22 1.0446e+22 
-67.5507 0.0663833 -1.05243 -0.195999 -0.947888 2.1571 1.07054e+15 9.16643e+17 1417 470.5 2.66276 0 0 3.64091 0 0 183.071 0 0 1.08086e+22 1.08086e+22 
-66.841 0.0665722 -1.05224 -0.194936 -0.9477 2.15691 1.10735e+15 9.16677e+17 1417 470.5 2.66131 0 0 3.76593 0 0 182.946 0 0 1.11801e+22 1.11801e+22 
-66.1383 0.0667592 -1.05205 -0.193883 -0.947514 2.15672 1.14504e+15 9.16712e+17 1417 470.5 2.65983 0 0 3.89394 0 0 182.818 0 0 1.15606e+22 1.15606e+22 
-65.4426 0.0669442 -1.05187 -0.192842 -0.94733 2.15654 1.18363e+15 9.16747e+17 1417 470.5 2.65831 0 0 4.02497 0 0 182.687 0 0 1.195e+22 1.195e+22 
-64.7538 0.0671272 -1.05169 -0.19181 -0.947148 2.15636 1.22311e+15 9.16783e+17 1417 470.5 2.65676 0 0 4.15905 0 0 182.553 0 0 1.23485e+22 1.23485e+22 
-64.0718 0.0673084 -1.0515 -0.190789 -0.946968 2.15617 1.26351e+15 9.16821e+17 1417 470.5 2.65517 0 0 4.29621 0 0 182.416 0 0 1.27562e+22 1.27562e+22 
-63.3965 0.0674876 -1.05132 -0.189778 -0.946789 2.15599 1.30482e+15 9.16859e+17 1417 470.5 2.65354 0 0 4.43646 0 0 182.276 0 0 1.31731e+22 1.31731e+22 
-62.728 0.0676649 -1.05115 -0.188777 -0.946613 2.15582 1.34706e+15 9.16898e+17 1417 470.5 2.65188 0 0 4.57984 0 0 182.132 0 0 1.35993e+22 1.35993e+22 
