# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z eNetRecombination hNetRecombination 
11.0081 1.74367 -2.36309 0 0 1.4082 1.45197e-11 5.26808e-21 1140 144.2 13175.8 0 0 0 0 0 0 0 0 0 0 
11.3882 1.74416 -2.36259 0 0 1.4077 1.42449e-11 5.36972e-21 1140 144.2 12817.9 0 0 0 0 0 0 0 0 0 0 
11.7858 1.74466 -2.36209 0 0 1.4072 1.39708e-11 5.47506e-21 1140 144.2 12443.4 0 0 0 0 0 0 0 0 0 0 
12.2018 1.74517 -2.36158 0 0 1.40669 1.36982e-11 5.58404e-21 1140 144.2 12051.6 0 0 0 0 0 0 0 0 0 0 
12.6371 1.74569 -2.36107 0 0 1.40617 1.34277e-11 5.69653e-21 1140 144.2 11641.8 0 0 0 0 0 0 0 0 0 0 
13.0924 1.74621 -2.36055 0 0 1.40565 1.31601e-11 5.81235e-21 1140 144.2 11213 0 0 0 0 0 0 0 0 0 0 
13.5688 1.74673 -2.36002 0 0 1.40513 1.28963e-11 5.93124e-21 1140 144.2 10764.4 0 0 0 0 0 0 0 0 0 0 
14.0672 1.74726 -2.3595 0 0 1.40461 1.26372e-11 6.05287e-21 1140 144.2 10295.1 0 0 0 0 0 0 0 0 0 0 
14.5885 1.74778 -2.35897 0 0 1.40408 1.23836e-11 6.1768e-21 1140 144.2 9804.16 0 0 0 0 0 0 0 0 0 0 
15.134 1.7483 -2.35845 0 0 1.40356 1.21366e-11 6.30249e-21 1140 144.2 9290.52 0 0 0 0 0 0 0 0 0 0 
15.7046 1.74882 -2.35794 0 0 1.40305 1.18973e-11 6.42926e-21 1140 144.2 8753.15 0 0 0 0 0 0 0 0 0 0 
16.3017 1.74932 -2.35743 0 0 1.40254 1.16668e-11 6.55629e-21 1140 144.2 8190.97 0 0 0 0 0 0 0 0 0 0 
16.9262 1.74981 -2.35694 0 0 1.40205 1.14464e-11 6.68257e-21 1140 144.2 7602.82 0 0 0 0 0 0 0 0 0 0 
17.5797 1.75029 -2.35646 0 0 1.40157 1.12372e-11 6.80693e-21 1140 144.2 6987.51 0 0 0 0 0 0 0 0 0 0 
18.2633 1.75075 -2.35601 0 0 1.40111 1.10409e-11 6.92798e-21 1140 144.2 6343.78 0 0 0 0 0 0 0 0 0 0 
18.9784 1.75118 -2.35558 0 0 1.40068 1.08589e-11 7.04407e-21 1140 144.2 5670.33 0 0 0 0 0 0 0 0 0 0 
19.7266 1.75157 -2.35518 0 0 1.40029 1.06931e-11 7.15332e-21 1140 144.2 4965.77 0 0 0 0 0 0 0 0 0 0 
20.5094 1.75193 -2.35482 0 0 1.39993 1.05453e-11 7.25359e-21 1140 144.2 4228.67 0 0 0 0 0 0 0 0 0 0 
21.3283 1.75225 -2.35451 0 0 1.39961 1.04177e-11 7.34243e-21 1140 144.2 3457.53 0 0 0 0 0 0 0 0 0 0 
22.185 1.75251 -2.35424 0 0 1.39935 1.03128e-11 7.41713e-21 1140 144.2 2650.78 0 0 0 0 0 0 0 0 0 0 
23.0813 1.75271 -2.35404 0 0 1.39915 1.02334e-11 7.47466e-21 1140 144.2 1806.76 0 0 0 0 0 0 0 0 0 0 
24.019 1.75284 -2.35392 0 0 1.39902 1.01828e-11 7.51177e-21 1140 144.2 923.772 0 0 0 0 0 0 0 0 0 0 
25 1.75288 -2.35387 0 0 1.39898 1.0165e-11 7.52495e-21 1140 144.2 461.886 0 0 0 0 0 0 0 0 0 0 
